url,doctype,eval1,eval2,score,pages,project_title_cond,summary_desc_cond,project_id_cond,implementing_partner_cond,start_date_cond,end_date_cond,budget_cond,concept_note_cond,project_document_cond,awp_cond,title,last_update,keyword,,,,,,,,
Document deleted,document deleted,ok,review,1,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Project Preparation Grant (PPG) SIWSAP LDCF,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,6,20,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Initiation Plan for Transparency and Accountability for People of Solomon ISlands,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,3,48,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Project Document - SLV,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,2,42,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Project Document - SLV,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,1,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Project Document - SLV,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,2,27,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Prodoc ,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,3,17,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Prodoc ,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,2,20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Project Document ,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,1,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,D Sudan CHF Terms of Reference,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,1,50,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Community Security and Arms Control (CSAC) in Darfur,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,1,53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,2,91,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,6012_3NC_2BUR_Serbia_ProDoc,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,85,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Project document - SRB CBIT signed,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,3,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Initiation Plan document (signed),10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,4,8,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2015,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2016 SA1 Trench 4 Allocation letter,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2018 Reserve Allocation 1,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,1,49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,PRODOC-SNC,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,2,3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,2,24,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,PPG Initiation Plan,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,7,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,6NR-ASIA_signed cover page,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,75,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,6NR-Asia_prodoc_signed,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,2,16,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,1,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,40,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Transparency and Accountability Project for Solomon Islands Project,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,UNPBF Project Document,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,2,18,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Project Document - SLV,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,4,23,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,00059206_PDP_PRODOC,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,3,48,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,3,42,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,2,41,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Prodoc ,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,4,21,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,1,61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,5,60,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,3,8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Prodoc (Log Frame),10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,0,62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,4,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,MoFA Umbrella Programme,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,2,20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,6388 Initiation PLan GEF PPG EMIS2,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,22,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Project Document - SRB - Governance,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,4,9,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,Project Document - SRB - Governance,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,SSD19/RA1/W/12596,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,SSD-19/HSS10/SA2,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,4,46,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Joint Programme Document on Social Protection,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,2,11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,GFATM SUBVENTION LETTER,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,3,83,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,STO-JOINT PROJECT DOCUMENT (SDG-PRODOC),10/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,7,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,73,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,6NR-LAC II_prodoc_signed,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,7,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,6NR-LAC_prodoc signature page,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,1,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,5,23,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Project Document - SLV,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Project Document - SLV,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,2,18,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,Project Document - SLV,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,1,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,1,63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Capacity Development Programme - Project Document,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,5,60,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Darfur Community Based Reintegration  Programme ,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,1,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,1,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,DRA Capacity Assessment and capacity development action plan,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,26,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Support for National Spatial Strategy,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,0,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rural Dev Strategy signed Proejct docuement ,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,5,3,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Support to E-Visa,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Project Document,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,1,12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Accelerating Change MPALSG PRODOC,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,14,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Accelarating Change MPALSG PRODOC,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,2,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"SSD-19/HSS10/SA2 AL, FTR Prodoc",10/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"SSD-19/HSS10/SA2 AL, FTR Prodoc Batch 4",10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,4,56,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FINAL CONCEPT NOTE FOR 00092916 PROJECT (GFATM-MALARIA),10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,3,30,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,STRENGTHENING THE HIV/AIDS EPIDEMIC RESPONSE AMONG VULNERABLE GROUPS AND MOST-AT-RISK POPULATION IN STP,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,74,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,6NR-LAC_prodoc_signed,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,2,4,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,2,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,2,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Project Document - SLV,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,2,18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Project Document - SLV,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,0,64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Project Document - SLV,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,6,6,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Projet d'appui à la formulation du Projet forêt rev,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,2,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,6,5,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Projet Eco-Ecoles,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,6,33,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,0,31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Project Initation Plan (PIP),10/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,1,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,Sudan CHF Terms of Reference,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,5,8,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,16,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,18,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"SSD-19/HSS10/SA2 AL, FTR Prodoc Batch 5",10/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,0,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,South Sudan Humanitarian Fund,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,2,69,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Towards Malaria Elimination in Sao Tome and Principe,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,2,79,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,1,107,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,3,9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Government of Sierra Leone (GoSL),10/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Support to Parliament,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,5,5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Support to Parliament AWP 2016,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,2,50,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Project Document - SLV,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,2,50,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Project Document - SLV,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,0,31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Project Document - SLV,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,2,42,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Prodoc ,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,3,31,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,3,41,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Initiation Plan Template,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,2,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,ProDoc,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,6,8,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Blockchain Based Remittances ProDoc (Init.Plan),10/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ProDoc: Arrangement Between the Minister for Foreign Trade and Development Corporation of the Kingdom of Netherlands and UNDP,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,1,47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Enhancing institutional capacitites for trade integration and economic diversification,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,1,107,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,2,65,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Reinforcement of the National Response to Tuberculosis Epidemic,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,2,97,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Strengthening the HIV/AIDS Epidemic Response among Vulnerable Groups and Most-at-Risk Populations in Sao Tome and Principe,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,6,20,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,4,16,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,2,18,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Project Document - SLV,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,2,18,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Project Document - SLV,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,1,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Project Document - SLV,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,3,31,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,2,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,5,44,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CASM Prodoc extension till end of 2015,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CASM Prodoc addendum 2015,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,6,9,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Project PIP,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,5,10,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Project Document - Deliverable Description,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,CHF 16_RA1_UNDP_Allocation letter,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,4,34,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Scaling Up the National Response to Tuberculosis in Sao Tome and Principe,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,4,4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,PRODOC - DRAFT(Strengthening Capacity-Justice Reform),10/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,0,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,2018 Women's Situation Room,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,1,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Project Document - SLV,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,0,36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Project Document - SLV,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,1,54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Project Document - SLV,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,4,10,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,HIV and AIDS Approved Project AWP 2015,10/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,0,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,10/03/21,,,,,,,,,
